Unnamed: 0,index,text,sentiment,hate_speech,translated_text
638,638,"Какая новая шутка.Раздражает,что сразу увидев,что армянка,то специально замазала ""Азербайджан"". Это подарок на др :( http://t.co/ZxfryRWBWV",-1,0.0,"What a new joke. It's annoying that when you saw an Armenian woman, you'd put ""Azerbaijan."" It's a gift for a friend:(http://t.co/ZxfryRWBWV)"
12494,11031,"все-же время он с пользой потратил. Человек опытным путем проверил и подтвердил теорию.
",0,0.0,He spent all the time trying to test and confirm the theory.
3127,1664,"Двощеры, поясните: чем он так плох? Поясняю: СЖВшным бомбит от его роликов про феминизм.",0,1.0,"Douchesters, tell me, why is he so bad?"
7140,5677,"Сажи даунам, которые его не смотрят
",-1,1.0,Sit down for the Downers who don't watch it.
15256,13793,"НУ И ГДЕ Я СЛИЛСЯ??? В гоблотреде. Ты не опроверг перед тамошним населением фразы Всегда говорил, что политология -псевдонаука . и более того, было обратное Значит, ты признаёшь, что Понасенков - лжеучёный? и скрины ИТТ кидал Кинь ссылку на свой пост, пожалуйста. Ханга вроде не опровергала, что Кураев спрятался за дверью. То, что Понасю микрофон в рот Кураев всадил, она тоже не опровергла?
",0,1.0,"You didn't disprove in front of the people there the phrase always said that political science was pseudoscience, and more than that, it was the opposite."
13429,11966,"А меня завтра ложат в стационар. Блоки снимать и т п. Первый раз такое. Никогда не подумал бы про себя что так получится.
",0,0.0,"And I'm gonna go to the hospital tomorrow, and I'm gonna be filmed for the first time, and I'm never gonna think that's gonna happen."
4294,2831,"У Юлика с Хованским получше выходит снимать, Кузьма его на дно тянет.
",0,1.0,"Julick and Howansky are better at filming, and Kuzma is pulling him down."
2608,1145,"чушь какая то, куда отделить, кому отделить",0,1.0,"That's bullshit. Somewhere to separate, someone to separate."
3648,2185,"Вороватый барыга решил напарить бабок, голосующих за Барина, и спиздить бесплатный хавчик, пока никто не видит. Но не тут-то было, бдительные Стражи Роспотребнадзора вовремя схватили негодяя за руку!
",0,1.0,"The shoplifter decided to fight the money voting for Barin and sneak out a free hawk while no one sees it, but not here, the vigilantes of Rosspermazor grabbed the wretched hand in time!"
2621,1158,"1048576мб поделить на 40 26214, впечатляет",0,0.0,"1048576mb divided into 40 26214, impressive"
12864,11401,"я думал они его сжечь попытались, а потом потушить путем утопления
",-1,1.0,I thought they tried to burn it and then put it out by drowning.
1329,224,Да пошел ты! У тебя с прошлого года ничего интересного.,-1,1.0,"Screw you, you've had nothing since last year."
6257,4794,"Действительно век гаджетов, сейчас всё на бтарейках. Нафиг муж.
",0,0.0,"It's really the age of gadgets, it's all on batteries."
2962,1499,"Керамика раку тип японской керамики, традиционно используемой в японской чайной церемонии, в первую очередь, это чаши для чая. Для керамики раку характерна ручная формовка глины вместо использования гончарного круга, в результате этого каждый предмет оказывается уникальным. Нахуя мне это, и как это относится к вопросу о появлении трещин на керамических кружках - науке доподлинно неизвестно.",0,0.0,"Ceramic cancer is the type of Japanese pottery traditionally used in a Japanese tea ceremony, first of all tea cups. Ceramic cancer is characterized by the manual form of clay instead of using a pottery circle, and as a result, each object is unique. Fuck this, and as far as the issue of cracking in ceramic circles is concerned, science is not really known."
9862,8399,"Здравствуйте. Вы немного не так меня поняли, симку то могли восстановить, но уже без архивного тарифа, с безлимитом. Ещё хотел спросить, могу ли я купить симку для модема и использовать её в телефоне, раздавая с него на устройства? Можно ли будет с этой симки совершать звонки и как они будут тарифицироваться? Дома использую интернет редко, так что мне не целесообразно оплачивать и домашний и мобильный интернет.
",0,0.0,"I was wondering if I could buy a modem symme and use it on my phone and put it on a device. Can you make phone calls from this symie and how they'll qualify? I don't use the Internet at home very often, so I don't want to pay for home and mobile Internet."
11254,9791,"Пенсионный возраст это печально для для активного большинства, но когда-то не скоро. Тем которым вот вот выходить смягчили. А мужики и женщины 55 50 уже бузить не будут - возраст не тот. Автомобилисты(особенно те кто косячит с парковкой) весьма молодой и активный слой общества и их нововведения коснуться мгновенно и очень жестко. В отличии от. Думаю дело как раз в этом.
",0,0.0,"The retirement age is sad for the active majority, but it's not very soon, the ones that have been softened, and the men and women of 5550 are not going to be the same age, the motorists are very young and active in society and their innovations are going to touch instantly and very hard, unlike I think that's what this is about."
6516,5053,"Именно так наши вечера с детьми и соседским ремонтом и проходят:с
",0,0.0,That's how our evenings with our kids and our neighborhood repairs go:
6785,5322,"Так то оно так, но конфликт буржуа и пролов это из жизни цивилизованного общества, а если в такое общество внедрить дикарские диаспоры кочевников? Они стоят на более низкой ступени развития, но это даёт им определюнеые преимущества перед буржуа и рабочими
",-1,0.0,"So it is, but the conflict of bourgeois and catch is from a civilized society, and if such a society is integrated into the savage diasporas of nomads, they are at a lower stage of development, but that gives them a definite advantage over bourgeois and workers."
14293,12830,"От таких бабищ горит пердак.
",-1,1.0,That's the kind of babby that burns the fart.
5816,4353,"И много у нас таких близко расположенных миллионных городков как в Китае?
",0,0.0,And do we have many nearby millions of towns like in China?
8619,7156,"Делать было нечего, дело было вечером, заказал звёздочку на Алиэкспресс)
",0,0.0,"There was nothing to do, it was tonight, ordered a star on Ali Express)"
15709,14246,"еще и все ядерное оружие Это единственное что было сделано правильно. Ядерные боеголовки хранящиеся у хохлов-это страшный сон мировой цивилизации
",0,1.0,It's the only thing that's been done right. The nuclear warheads stored in the forelocks are the terrible dream of a world civilization.
12823,11360,"А как насчет цикла иллюстраций про детишек девяностых? Не тех, которые в теплоламповых картинках про детство и прочее, а отбитых полуголодных жизнерадостных ребят, прыгающих с гаражей, бросающих в костер найденные снаряды, топящих в лужах карбид, поджигающих тополиный пух, собирающих бутылки? Эффект расфокуса на картинке классный, и благодаря ему прямо представились арты с искаженной перспективой, с большим искаженным размытым взрослым миром за детскими фигурками.
",0,0.0,"And what about a cycle of pictures of kids in the '90s? Not those in the warm-camp pictures of childhood and stuff, but the knocked-down half-hungry life-happy guys jumping out of garages, throwing found shells into the fire, drowning in the puddles of carbide, setting fire to poppies, collecting bottles?"
3260,1797,"Да, на Rust е ЯП были примеры задач по этому тупому примеру.",0,1.0,"Yeah, there were examples of challenges on the Rust E NP for this stupid example."
9047,7584,"какая отвратительная графомания, да еще с потугами на менторство. Не пишите больше ничего и никогда.
",-1,1.0,Don't write anything else and never do it again.
1544,81,"Да мы поняли что ты пидорьё ебаное, поляк наверное. Иди уроки выучи, портфель собери, че ты.
",-1,1.0,"Yeah, well, we figured you're a fucking faggot, Pole, so why don't you go study, pick up your briefcase?"
1635,172,"Конечно, это резонансное событие требует отдельного треда для обсуждения и 19 тредов до этого шло обсуждение. Тред назывался нейтрально Рассстрел мусульман в новозеландской мечети . Но сегодня ОП, по совместительству борец за Арийскую Раssy и мамкин фашик назвал его в честь стрелка KEBAB REMOVER(англ. уничтожитель чурок ) и с утра пораньше решил в ОП-посте(заголовке треда) обозначить тред, как героизирующий(в первом треде) и оправдывающий(в третьем треде) терракт этого стрелка. Пик стронгли релейтед. 20 тред. В третьей строке заголовка ОП восхваляет и героизирует террориста, цитирую заголовок: KEBAB REMOVER тред 20 Продолжаем пиздеть тут. Слава Герою! Я репортил тред в форме репорта и в прикрепе в d , реакции никакой. Видимо, школомодеры сами симпатизируют нацизму и закрывают на это глаза. 21 тред. После того, как я пригрозил ему репортом, в этот раз мамкин фашик, убирает строку про героя и зачем-то вместо неё ставит нацистское приветствие дивизии СС Галичина. KEBAB REMOVER тред 21 Продолжаем пиздеть тут. Слава Украiнi! 22 тред. В этот раз тот же остроумный ОП поставил на третью строчку PRESS R TO PAY RESPECT!(англ. Нажмите R, чтобы выразить уважение!) т.е. уважение стрелку за то, что он совершил терракт. Еще он выделил жирным шрифтом предложение Именно эту мечеть он выбрал потому, что на её месте раньше находилась церковь. , будто то бы для оправдания стрелка. KEBAB REMOVER тред 22 Продолжаем пиздеть тут. PRESS R TO PAY RESPECT! Эти действия подпадают под конкретные статьи УК РФ, (публичное оправдание терроризма или пропаганда терроризма), а модерация никак не трёт такие заголовки треда, не реагирует на репорты. Да, я понимаю, что на Дваче возможна любая точка зрения, но хотя бы шапка треда должна быть нейтральной и уж точно не должна оправдывать и героизировать терроризм фашизм и не нарушать законодательство. Такое название треда автоматически собирает в нём нацистскую падаль и сворачивает обсуждение в сторону фашистской идеологии.
",0,0.0,"Of course, this resonant event requires a separate trade to discuss, and 19 teds have been discussed before. Tread was called the neutral Shooting of Muslims in the New Zealand Mosque. But today the OP, on the basis of the co-constitution of the fighter for the Aryan Rassy and the mamkin fascik, named him after the shooter KEBAB REMOVER, and decided early in the morning in the OP-post, to mark the co-ed, like a hero, and a justification for the shooter &apos; s terrorist &apos; s terrorist &apos; s terrorist &apos; s terrorist &apos; s terrorist &apos; s safety. He also highlighted in bold the proposal of this mosque, which he chose because it used to be a church, as if it were to justify the shooter. KEBAB REMOVER TED 22 continues to fuck around here. PRESS R TO PAY RESPECT! These actions fall under specific articles of the Criminal Code of the Russian Federation (public justification of terrorism or propaganda for terrorism), and the muding of such headlines does not react to reports. Yes, I understand that on Twice any point of view is possible, but at least the magic cap should be neutral, and certainly should not justify and heroicize fascism and not violate the law."
10533,9070,"Цензура забанила, видать
",0,1.0,"Censorship's out of order, I guess."
8198,6735,"Что мешает покупателю узнать на сайте магазина, какой товар со схожими потребительскими свойствами на данный момент там отсутствует, придти с требованием осуществить замену именно на него, а после закономерного получения отказа по причине отсутствия товара отказаться от исполнения договора купли-продажи и потребовать возврата уплаченных за него денежных средств?
",0,0.0,"What prevents a buyer from knowing on the store's website which goods with similar consumer properties are not currently available, from demanding a replacement for it and, after a legitimate refusal due to the lack of the goods, to refuse to perform the contract of sale and to demand the return of the money paid for it?"
15498,14035,"если вспомнить, что у русских фамилии хохлов, то все сходится
",0,1.0,"If you remember that the Russians have forenames, it all fits."
1330,225,мой авторитет подорван твоими ебаными методами!,-1,1.0,My authority has been undermined by your fucking methods!
8374,6911,"Спасибо, наконец-то нагуглил и прочел всю истонию мира M M HoMM.
",1,0.0,"Thank you, finally Googled and read the entire history of the world MM HOMM."
7042,5579,"Сука тупой дегенарт. Вот на эти видео. Съеби уже к своему старому куколду в жж, жухлые сморчки друг-другу теребить.
",-1,1.0,"Bitch dumb degenerate, on this video, fuck off to your old doll in the burn, snorkeling each other's snots."
14156,12693,"Как внезапно и неожиданно его заснял профессиональный оператор (по движению камеры заметно), ну и фотограф, бегающий вокруг, тоже, конечно же, снимал для его личного архива. Но он, естественно, случайно был замечен и попал на видео . Как же иначе.
",0,0.0,"How suddenly and suddenly he was filmed by a professional camera camera operator, and the photographer running around was, of course, also filmed for his personal archive, but he was, of course, accidentally seen and caught in the video."
13553,12090,"При чём тут заводы? Сколько из? Целый один! Офигеть, как жить с одним заводом на окраине, с которого ветер сдувает выбросы от города? винить нужно транспорт и отопление углём (ТЭЦ и частное песенок) и горы вокруг города
",0,0.0,What's the matter with the factories? How many of them? A whole one! How to live with one factory on the outskirts where the wind blows off the city's emissions? You have to blame transport and coal heating (TEC and private songs) and mountains around the city.
13828,12365,"Первая инстанция выносит постановление, если не обжаловал -через 10 дней вступило в силу. Если обжаловал, то райсуд выносит решение по жалобе на постановление. И там хоть заобжалуйся - уже вступило и срок лишения потек.
",0,0.0,"The first instance issues a ruling, if it has not been appealed, it has entered into force after 10 days, and if it has appealed, then the Rabbit Court will rule on the appeal against the decision, and even if you have to complain, the period of deprivation has already come into effect."
14606,13143,"Все нормально, просто утро понедельника
",1,0.0,It's okay. It's just Monday morning.
15627,14164,"Совместная российско-американская миссия Венера-Д займется поиском жизни в облаках Венеры, сообщила РИА Новости ведущий научный сотрудник Института космических исследований РАН, соруководитель двухсторонней научной рабочей группы по проекту с российской стороны Людмила Засова. Какая-то примитивная жизнь вполне могла существовать на поверхности Венеры в течение первых двух миллиардов лет после ее формирования, когда молодое Солнце имело более низкую светимость и планета могла находиться в так называемой зоне обитаемости, то есть на расстоянии от Солнца, на котором возможно существование на планете жидкой воды , сказала эксперт. По ее словам, впоследствии парниковый эффект разогрел поверхность, но примитивная жизнь могла сохраниться в облаках . Участие США в совместной с Россией миссии ученый объяснила соображениями экономии и опытом Советского Союза, который совершил 10 посадок на поверхность Венеры. Также эксперт отметила политическую важность проекта. Засова сообщила, что в настоящее время ученые готовы начать опытно-конструкторские работы. В качестве основного варианта миссии рассматривается создание Роскосмосом орбитального и посадочного аппаратов (со сроком работы на поверхности Венеры в два-три часа) и малой долгоживущей станции НАСА, рассчитанной на работу на поверхности планеты в течение 60 земных суток. Для испытаний оборудования станции в Химках (Московская область) может быть восстановлена камера, имитирующая условия на поверхности Венеры. В ней создается давление 100 атмосфер и температура 500 градусов по Цельсию. Размеры камеры достаточны для испытания посадочного аппарата целиком , сказала эксперт. Тестирование работы отдельных приборов миссии в условиях венерианской атмосферы планируется проводить в США. Для получения научной информации после посадки на поверхность планеты будут использованы российские (в Х-диапазоне радиоспектра) и американские (Ка-диапазона) наземные приемные станции. Кроме России и США, в проекте Венере-Д могут принять участие Япония, Италия и Германия. В случае если финансирование миссии начнется в 2019 году, станция может быть запущена, скорее всего, не ранее 2027-го. В марте президент РАН заявил, согласно ТАСС, что бюджет миссии Венера-Д оценивается в один миллиард долларов. В настоящее время на орбите Венеры находится только один действующий аппарат японский Akatsuki. В 2020 и 2021 годах мимо Венеры должна пролететь европейско-японская станция BepiColombo. Кроме того, в 2023 году Индия планирует запустить к Венере орбитальный космический аппарат. Летом прошлого года ученые из Франции и США объяснили результаты наблюдений, сделанных советской станцией Вега-2 в атмосфере Венеры. Размеры, масса и ускорение силы тяжести на поверхности второй по удаленности от Солнца планеты системы сравнимы с таковыми у Земли. Температура атмосферы современной Венеры достигает 750 кельвинов, а ее газовая оболочка в 90 раз плотнее земной. Полный оборот вокруг Солнца планета совершает за 224,7 земных суток.
",0,0.0,"The Russian-American joint mission Venus-D will look for life in the clouds of Venus, reported RIA Newsti to the leading researcher of the Institute for Space Research of the Ran, co-leader of the bilateral scientific working group on the project would probably start on the Russian side of Ludmila Zasova. Some primitive life could well have existed on the surface of Venus during the first two billion years after its formation, when the young Sun had not been able to have a lower luminance and the planet could have been in the so-called habitat zone, i.e., a distance from the Sun, where there might be a liquid water on the planet, said the expert. She said that the greenhouse effect on the planet had subsequently warmed the surface, but the primitive life could have been preserved in the clouds. The participation of the United States in the surface of the mission was explained by the reasons for the economy and experience of the Soviet Union, which had done 10 jobs on the surface of Venus. The expert also noted the political importance of the project. In addition to Russia and the United States, the Venus-D project may involve Japan, Italy and Germany. In the event that the mission is funded in 2019, the station may not be launched before 2027. In March, the President of RON announced, according to TASS, that the budget of the Venus-D mission is estimated at one billion dollars. Only one active Japanese Akatsuki is currently in orbit. In 2020 and 2021, the European-Japan BepiColombo station is expected to pass by Venus. In 2023, India plans to launch an orbital spacecraft to Venus. In the summer of last year, scientists from France and the United States explained the results of observations made by the Soviet Vega-2 station in the Venus atmosphere. The size, mass and acceleration of gravity on the surface of the second most distant planet of the system is comparable to that of the Earth."
4452,2989,"ПЕДРОНЫ НА МЕСТЕ? СОТОНИСТЫ ОЧКАРИКИ ЗДЕСЬ?
",0,1.0,Are you here?
14655,13192,"С открытым ИП не берут в корпорации
",0,0.0,Open IPs aren't taken to corporations.
15192,13729,"Благодаря тупорылым анонам теперь известная и уже гребёт бабло.
",-1,1.0,"Thanks to the dumb anonyms, it's now famous and it's fucking money."
12324,10861,"Т.е. ругают эту вместо той, которую не построили?
",-1,0.0,So they're scolding this instead of the one they didn't build?
1155,50,Эта сучка должна умереть!,-1,1.0,That bitch must die!
3394,1931,"18. Смотрел их прям пиздец мелким, они вообще были первыми кого я смотреть начал.",-1,0.0,"18. Seen them fucking small, they were the first people I started looking at."
14779,13316,"Спасибо за инфу. Не знал о такой зависимости.
",0,0.0,"Thanks for the info, I didn't know about the addiction."
13505,12042,"Спасибо , надо попробовать . Только я не понял где оно скапливается?
",0,0.0,"I just don't know where it's hoarding up, do I?"
10311,8848,"Видимо за очень дешево и черти где. У нас в Тюмени вообще таких не продают уже по-моему, минимум есть стяжка и штукатуренные стены, ну и черновая электрика естественно (по розетке на каждые 3 метра стены, заземление в ванной и т.д.) Вот такого, чтобы без стен - это дикая херня, я бы даже не рассматривал такой вариант к покупке. Лучше ужаться, или покопить еще, но не так
",0,0.0,"We don't have any of these in Tumen anymore, I don't think there's a minimum of tightness and plastered walls, and a black electrician is natural. (Chuckles every three meters of wall, bathing in the bathroom, etc.) That's the kind of thing without walls is wild shit, and I wouldn't even consider that kind of shopping option."
12480,11017,"Нет, единая диспетчерская служба есть везде
",0,0.0,"No, there's a single control service everywhere."
169,169,RT @etynyhoxev: Довелось купить мне мак с лаионом :( Терь не могу снов поставить а на лаионе не работает то что мне нужно для работы.,-1,0.0,RT @etynyhoxev: Got to buy me a mac with a lyon :(Tear can't sleep and the lyon doesn't work what I need to work.
13573,12110,"ага, на должность генератора законопроектов
",0,0.0,"Yeah, for the position of legislative generator."
3465,2002,"Вот уж кого не жалко, так это спасибоевного хуесоса, созданного в рамках пиара путина вместе со всеми другими кликбейтными говновидосами типа путин облапал тысячу сисек .
",-1,1.0,"Who cares if it's a thank you cocksucker created in a piara path along with all the other cliché-like shitheads, like, a thousand boobs."
2123,660,"Вы там осторожней, а то увидит что вы тут про него пишете и переебёт с ноги.
",0,1.0,"You're more careful out there, 'cause you're gonna see what you're writing about him and you're gonna fucking do it."
13958,12495,"Оформлял дебетовую карту в рок...банке, привезли в офис, ничего не предлагали купить, не взяли ни копейки, начислили бонусных рок...рублей. Потребовалась валютная карта - также быстро, удобно и бесплатно. Потерял карту - дали новую опять же бесплатно. А ещё у них самый лучший саппорт. По рефералке подсадил жену, ей приходится часто принимать переводы от физлиц для своего маленько хобби - за два года карту ни разу не блочили, хотя переводов было много. Всем рок!
",-1,0.0,"He's got a debit card in a rock... bank, he's got a new card, he's got nothing to buy, he's got nothing to buy, he's got no money, he's got a bonus, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money, he's got money."
9067,7604,"При среднем росте женского населения 160 см... зато очередей наверное нет и одеваются все быстро!
",-1,0.0,"With the average growth of the female population, 160 centimetres... there's probably no line, and they're all dressed up fast!"
4360,2897,"А сейчас скинов просто нет или как?
",0,0.0,Now you just don't have any skins or what?
8594,7131,"Итог какой планируется? Что на выходе?
",0,0.0,What's on the way out?
15478,14015,"Смотрел их 10k. Жир, сыр, шкварки. Обычное фудпорно, рецептов там нету. Сейчас у них поди под лям, фарцуют ножиками, снимают то же самое.
",0,0.0,"I've seen them 10k, fat, cheese, squatters, normal foodporno, no recipes, now they've got to go under the levees, they've got knives, they're taking off the same thing."
11208,9745,"Купил новый рио в 14 году. Проездил ровно 3 года, пробег 34000. Покупатели многие не верили, что пробег родной. А что делать, когда за год 10-12 тысяч получается.
",0,0.0,"I bought a new ryo in 14 years, I drove exactly three years, a 34000 run, and a lot of buyers didn't believe they had a home run, and what to do when they got 10 to 12 grand in a year."
1774,311,"И СЕЛ НА БУТЫЛКУ РУСАК ПРОСНУВШИСЬ В ЧЕЧЕНСКОМ ПЛЕНУ ИЗВИНИТСЯ ОН БЫЛ БЫ РАД ДА НЕ ПРОЩАЕТ ГОРЕЦ ЕГО
",-1,1.0,♪ And I'm gonna sit on a bottle ♪ ♪ and I'm gonna have to sit down ♪ ♪ He's gonna die ♪ ♪ he's not gonna let his throat go ♪
11069,9606,"Могут и позволяют если огражданили корд калибр 12.7, ценник 1.5 ляма и патрон от 300, так что берут и позволяют, лоьаев даже под заказ изготавливает винтовки, в эмиратах завод отлаживали по производству высоко точного оружия
",0,0.0,"Can and can, if you have a 12.7 cord, a 1.5 lime price tag and a 300-pound bullet, so they can and will, the loyai even make rifles on order, the Emirate plant has been set up to produce highly accurate weapons."
15706,14243,"Подустал браток... Ностальгирующий критик тупой мудак.
",-1,1.0,Bro's tired... the nostalgic critic is a stupid asshole.
2983,1520,"В России два пола. Гомосеком быть стыдно и опасно. Негры - это негры, а не афроктототам. Женщины имеют больше прав, чем мужчины. Вот поэтому и ебутся со всеми делами, раз такие умные. Аборты - а тебе не похуй? Или денег захотел дать? Ну, давай. Остоебенело читать подзалупную иностранщину. Для кого это говно переводят на наш язык? Нам до этой благородной подагры ещё коклюшами со скарлатинами два века с гаком болеть. Горчичники надо учиться крутить, а не за мусьё тарелки подлизывать.",0,1.0,"In Russia, there are two genders. It's embarrassing and dangerous to be a homosexual. Negroes are niggers, not Afro-cats. Women have more rights than men. That's why they fuck with all the cases, because they're so smart. Aborts-- don't you give a shit? Or do you want to give money? Well, come on. It's hard to read submersible alienism. For whom is this shit being translated into our language?"
14539,13076,"Возьмем среднее количество человек в семье, среднюю частоту мытья пола - и получим обычную чистоту пола )
",0,0.0,"Take the average number of people in the family, the average frequency of washing the floor - and get the normal purity of the floor )"
13497,12034,"Шах и мат, нищеброды на красных Феррари
",0,1.0,"Checkmate, beggars on red Ferrari"
11193,9730,"Тю блядь я думал пиздит будут
",-1,1.0,I thought they were gonna fucking do it.
14571,13108,"Вот интересно, начиная с какого среднего возраста людям надо объяснять что такое фиксаж? Особенно, если перед этим было слово фотография . Просто реально интересно.
",0,0.0,"It's interesting to know from what middle age people have to explain what it is, especially when it's a picture before it's a word. It's just really interesting."
7851,6388,"Печь по этому ебаному биомусору в чате плачет, пиздец и эти куколды же на полном серьезе сидят и слушают все эти селедкины сказки, это же просто пиздец каким уебаном надо быть
",-1,1.0,"The oven on this fucking bio-smash in the chat room is crying, and the fucking dolls are totally serious, and they're listening to all these herring fairy tales, and that's just how fucking fucking fucking fucked up you should be."
6492,5029,"А я никого и не осуждаю. Какие 20к ? В феврале еле закрыл кредитные притом пополнив кредитку и сняв с нее с комиссией чтобы другой загасить. За квартиру не оплатил - нечем. Здоровья нет сейчас вообще. Да когда я был на коне я об этом и не думал. Одно знаю - я выживал всяко и всегда сам без чьей то помощи вообще!
",0,0.0,"In February, I barely closed my credit card and took it off with the commission to shut down someone else, and I didn't pay for the apartment, and there's no health right now, and when I was on the horse, I didn't even think about it, and one thing I know is that I've survived everything, and I've always lived without anyone's help at all."
10671,9208,"У МКС довольно рыхлая конструкция и при этом большая парусность, радиаторы и солнечные батареи.
",0,0.0,"The ISS has a fairly loose structure, with large sails, radiators, and solar batteries."
159,159,Как бы завтра 5 уроков!!! Ужааас!! В субботу к 8 и еще 5 уроков:((,-1,0.0,It's like five lessons tomorrow!! Awful! Saturday at 8:00 and five more lessons:(()
7065,5602,"В этом случае все правильно и полностью оправдано.
",0,0.0,"In this case, everything is right and fully justified."
