text,Positivity,Type,translated_text
скрийте се някъде хората в интернет ви се присмиват на тъпите ви коментари,0,0,Hide somewhere people on the Internet are laughing at your stupid comments.
излиза че изпълнителната власт вече яде от пари до които не би трябвало да се докосва,0,0,Turns out executives are already eating from money they shouldn't touch.
аз всъщност правих едно ястие точно защото приятелка ми прехвърли нейните хмели сунели не и допадало това нещо,0,0,I was actually making a meal just because my girlfriend transferred her hops and soups didn't like that thing.
идваш чат пат и осираш темата,1,2,You come in chatting and shit the subject.
май никой не знаел за това хах о аз поне не,0,0,"I guess no one knew about this, huh?"
руми туй нещо е бебешко гнездо модерни работи има вече само бебе да имаш,0,0,Rumi this thing is a baby's nest modern things now there's only baby to have
те стигнаха до заключението че nac има както противовъзпалителни така и бонус,0,0,they concluded that nac has both anti-inflammatory and bonus
италия не беше зле и се радвам че спечелиха те а не франция или швейцария,0,0,"It wasn't bad, and I'm glad they won, not French or Swiss."
трудно ми е да преценя кой се отличава от останалите с толкова кристална биография или забележителен принос към нещо та да гласувам за него,0,0,It's hard to tell who's different from the others with such a crystal biography or a remarkable contribution to something to vote for.
само първия месец беше на гърда,0,0,Only the first month was on the breast.
да ама в това безвремие чорбата е извряла,0,0,"Yeah, but in this timeless, the soup is gone."
нужна е терапия не просто хапче,0,0,"You need therapy, not just a pill."
в щатите с промитите си мозъци може и да го вярват но за тук е още рано не сте ууспели да ни докарате до пълен дебилитет,0,0,"In the states with your brainwashed minds, they may believe it, but it's too early for you to bring us to complete dementia."
подкрепям бакалова трябва да поработи много върху поведение държание маниери поза стойка грим и т,0,0,"I support Bachelor needs to work a lot on behavior manners posture makeup, etc."
а при вас какви бяха симптомите,0,0,"And with you, what were the symptoms?"
моето лично мнение е че от изброените училища със схн изпъква много мг,0,0,My personal opinion is that of the listed schools with xxx stands out a lot of mg
ако искате можем да се обединим и да напишем нещо общо в което да изразим притесненията и исканията си,0,0,"If you want, we can unite and write something in common to express our concerns and demands."
тук на помощ се включи и вълшебницата айше кутлу която да извади сценария от задънената улица,0,0,Here the magical Ayshe kutlu came to the rescue to get the script out of the dead end.
ако си по вътрешно в града не е така,0,0,"If you're more inside the city, it's not like that."
познавам само двама тук с пфайзер,0,0,I only know two guys here with a pfizer.
аз вчера изтървах но подухваше силничко дори и за мен,0,0,"I missed it yesterday, but it was blowing pretty hard even for me."
май ти беше споменала че си имала проблеми с капарото с тях,0,0,Maybe you mentioned that you had a problem with the deposit.
и     на випуск са изключително много,0,0,And there's a lot of them at class.
и аз не разбирам защо се ядат такива безвкусни боклуци,0,0,And I don't understand why you eat such tasteless junk.
еми да де,0,0,"Well, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yea, yeah, yeah, yeah, yeah, yea, yea, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah."
на някой случвало ли му се е и как се справя,0,0,Has anyone ever experienced how he's doing?
въпроса е това отпускане да не продължава дълго и догодина да се стегнат,0,0,The question is that this relaxation will not last long and next year will tighten up.
къде ви е последният кредит,0,0,Where's your last credit?
искам да попитам при започване на захранването при евентуална алергична реакция кога трябва да се предложи отново продуктът,0,0,I would like to ask when starting the power supply in case of any allergic reaction when the product should be offered again.
ех как искам като не снимат и са свободни да качът снимки или да ги снимат папараците двамата аркадаши,0,0,"If they don't take pictures, they're free to take pictures or to be photographed by the paparazzi, the two Arkadas."
от какъв зор тя а не томас,0,0,"Of what she has to do, not tomas."
препоръчаха да не се пие алкохол    часа след боцкането и да не се тренира или извършва друга тежка физическа дейност,0,0,recommended not to drink alcohol hours after stabbing and not to exercise or perform any other heavy physical activity
ако не е дръпнат с хорди може и да стане с една операция,0,0,"If he's not pulled with chords, he might as well have one surgery."
когато те върнат югозападните си щати на мексико и върнат независимостта на другите които са окупирали тогава могат да говорят на другите държави какво да правят,0,0,When they return their southwestern states to Mexico and restore the independence of others they have occupied then they can tell other countries what to do
няма да се учудя ако и бръмбарите изпитват оргазъм  то ако беше неприятно нямаше да се множим,0,0,"I wouldn't be surprised if the beetles had an orgasm, too, if it were unpleasant, we wouldn't be multiplying."
после се разколебах и си казах че пак ще е    уау    но аз лично няма да съм доволен и това е и основната причина толкова да се забавим защото героите отнеха поне половината от времето или   дена някъде грубо вече всичко ми се слива в едно и не си спомням ясно,0,0,"Then I hesitated and I thought it would be wow again, but I personally wouldn't be happy, and that's the main reason why we're taking so long because the characters took at least half of the time or days somewhere rough it all fits into one and I don't remember clearly."
приятна ви работа цун,0,0,Nice job kissing you
гледала съм доста дизита много съм зарязвала заради тъп сценарии но дп е еманация на безсилието на едни болни мозъци,0,0,I've seen a lot of dizzytes I've dumped a lot because of stupid scripts but DP is an emancipation of the powerlessness of sick brains.
тя по принцип не може да казва хубаво  р и сега произнася някакъв много сладък звук като няма зъб за опора на езика почти се изплезва,0,0,She can't normally say nice p and now she's making some really cute sound and she doesn't have a tooth for support on her tongue almost pops out.
имаш ли райграс,0,0,Do you have any ryegrass?
кеймбридж и чарлс и камила отбелязват анзак,0,0,Cambridge and Charles and camel mark anzac
общо взето пуска се мб изписват се едни и същи глодули и хапчета и така до следващия път,0,0,Pretty much let go of the same globules and pills and so on until next time.
и на мен това ми прави впечатление,0,0,"That makes an impression on me, too."
те са там май с цел реклама,0,0,They're there May for advertising purposes
аз опитах да пазарувам миналата събота преди да въведат изискването за тест не става просто искаха онлайн запазен час,0,0,I tried to shop last Saturday before I introduced the test requirement didn't just want an online booked appointment
винаги съм смятал че последващите плащания на адвокати излизат по скъпо,0,0,I've always thought that subsequent payments to lawyers would be more expensive.
не харесвам кутии,0,0,I don't like boxes.
но ето че,0,0,But there it is.
ще стане въпрос на време,0,0,It'll be a matter of time.
може да се пропуснат,0,0,may be missed
има      апартамента които се предлагат непрекъснато и от дълго време и то не без основание – имат сериозни проблеми от рода на течове и други подобни което не пречи да се предлагат за луди пари,0,0,has the apartment offered continuously and for a long time and not without reason have serious problems of the kind of leaks and the like which does not prevent them from being offered for crazy money
преди това бяхме набелязали едни   улици край герман но не се продаваше нищо на тях тогава един собственик с еобади на мм в деня преди да изповядаме сделката за косанин дол,0,0,Before that we had targeted some streets near Germany but there was nothing sold to them then an owner with an e-mail the day before confessing the deal for a hairdresser dol
керем на ханде ханде на керем серкан на еда или обратното        втората им първа целувка кой ще я направи кой кого ще потърси пръв,0,0,a kreme of a Hande Hande on a kestrel of a kestrel of a eda or vice versa their second first kiss who will make her who will seek whom first
той беше по времето когато беше женен за приятелката на тейлър деби рейнолдс но остави нея и две деца за да бъде с елизабет,0,0,He was at the time he was married to Taylor's girlfriend Debbie Reynolds but left her and two kids to be with Elizabeth.
когато един мъж иска просто секс си го казва в    от случаите след няколко срещи особено ако усети че жената почва да задълбава в отношенията им а той не иска това,0,0,"When a man just wants to have sex, he tells himself that in cases after a few dates, especially if he feels that the woman's getting into their relationship and he doesn't want that."
ако няма нова заповед ще са присъствено до,0,0,"If there's no new warrant, they'll be present until"
мярна се от някъде една мацка в залата много яко дупе и бедрачисти стегнати обемни,0,0,"There's this chick in the hall somewhere, and she's got a really cool butt and her hips, and she's got a really tight, chubby,"
преди седмица я изкарах от субстрата и макар да не беше поливана три седмици вътре по средата имаше сфагнум който беше прогизнал съответно и корените бяха много зле буквално падаха със субстрата,0,0,"I pulled it out of the substrate a week ago, and although it wasn't watered for three weeks in the middle, there was a sphagnum that was soaked respectively, and the roots were very badly literally falling down with the substrate."
има презумпция за невинност до доказване на виновност все пак,0,0,"there's a presumption of innocence until proven guilty, though."
ама кажете си как да ги направим цените на имотите по ниски,0,0,But tell yourself how to make the property prices lower.
ако ще хващате от железница правилни са ти спомените,0,0,"If you're gonna catch the railroad right, your memories are right."
само да не стане някой да изреве че няма ред ама карай купона да върви,0,0,"Just don't let anyone get up and say there's no order, but make the party go away."
но сега си имат тревога  един от синовете на брат мунабор на ани е много зле от короната интубиран е от   седмица във вма,0,0,But now they've got one of his brother's sons Ani's is very ill of the crown intubated for a week at home.
за испания и хърватска знам но е възможно и другаде да е прието,0,0,for the Spanish and Croatian I know but it is possible somewhere else is accepted
едно две загубени поколения,0,0,one two lost generations
на празници е сама с детето на почивки ходи пак сама с детето и като цяло води един много самотен начин на живот,0,0,"on holidays she's alone with the child on holidays, walking alone with the child, and generally leads a very lonely lifestyle."
най вероятно да е яко задръстена с мъхове,0,0,"Most likely, it's pretty gnarly with moss."
но ми се струва че след ваканцията всички ще избухнат,0,0,"But it seems to me that after the break, they're all going to explode."
кога последно мъжа ти ти е показал че те обича и е направи нещо само за теб,0,0,When was the last time your husband showed you that he loved you and did something just for you?
брат тази марийка е адска медуза в леглото не ти я препоръчвам,1,2,"Brother, this marijuana is a hell of a jellyfish in bed. I don't recommend it."
по добре намери много добър татуист който да ти омекоти очите на котката да й оправи устата с бяло трябва да я изсветли значително,0,0,You better find a very good tattoo artist to soften your cat's eyes to fix her mouth with white should brighten it considerably.
ние си бяхме заделили да имаме свободни  кг от големият куфар все пак си купихме и други неща,0,0,We had set aside to have free pounds of the big suitcase after all we bought other things.
трябва да го правиш по някое време преди да се лакираш зависи лакът колко бързо съхне но трябва да има пластичност все още при някои лакове това е    мин,0,0,You have to do it sometime before you get your elbow waxed depends on how fast it drys but there must still be plasticity in some varnishes that's min.
всеки изкарва както може,0,0,Everyone makes as much as they can.
антителата от естествената инфекция падат близо до или под прага на ефективна неутрализация при повечето хора в рамките на година и вероятно се губят напълно в рамките на две години за всички което и отговаря на реинфекционния цикъл на обикновените коронавируси,0,0,antibodies from natural infection fall close to or below the threshold of effective neutralization in most people within a year and are likely to be completely lost within two years for all of which corresponds to the regeneration cycle of ordinary coronaviruses
за да си знаеш какво да очакваш,0,0,So you know what to expect.
savebg      лв,0,0,Savebg lv
гъбичките някой път са упорити където и да са така че дано лекарят изпише адекватно лекарство за да минат бързо,0,0,"fungus sometimes stubborn wherever they are, so hopefully the doctor prescribes an adequate drug to pass quickly."
ще помисля къде да ги изчегъртам да се поразходим като приключа в събота,0,0,I'll think of a place to take them for a walk when I'm done on Saturday.
западна равка е по богатата и граничи с морето,0,0,western river is on the rich and bordered by the sea
първотачално когато ми откриха заболяването тромбоцитите бяха около     и пиех само аспирин    mg на ден,0,0,"First of all, when I was diagnosed with my heart condition, my platelets were around, and I was only drinking aspirin mg a day."
явно са сменили дизайна,0,0,They must have changed the design.
в зева се включих веднъж и това е,0,0,"I joined the Zeva once, and that's it."
остави майтапа но ако някой ден се оправи положението може да ни дойдете на гости,0,0,"Leave the joke, but if the situation gets better someday, you can come visit us."
и аз искам да си направя пълни изследвания и явно че повечето лекари неглижират това състояние затова просто на своя глава трябва,0,0,"And I want to do a full test, and apparently most doctors don't care about this condition, so I just have to do it myself."
тайм филър има такъв ефект,0,0,Time Filler has that effect.
уважаеми господин министър коко колега нека всеки да се занимава с това от което разбира,0,0,Dear Minister Coco colleague let everyone deal with what they understand
влиза се в марги от червената стрелка и пешком по диагонал се излиза на пазара,0,0,enter red arrow margies and come out on the market on foot by diagonal
и докато бившият параход „биг мисури“ се трудеше с пот на чело под палещите лъчи на слънцето художникът в оставка седеше на сянка наблизо върху една бъчвичка клатеше си краката гризкаше ябълката и замисляше кървава сеч за другите балами които щяха да дойдат,0,0,"And while the former steamer Big Missouri was working with the sweat of the forehead under the burning rays of the sun, the artist retired was sitting in the shade nearby on a barrel rocking his feet gnawing at the apple and contemplating a bloody slaughter for the other suckers who were about to come."
стисках палци и аз,0,0,"I had my fingers crossed, and I..."
а това което той иска да чуе е щат ли го или не го щат,0,0,And what he wants to hear is whether he's in it or not.
е как да обясня че съм за,0,0,is how to explain that I'm in
нашата информация е втора ръка и не можем да бъдем сигурни кой крив и кой прав,0,0,"Our information is secondhand, and we can't be sure which one is wrong and which one is right."
zazu  профилираната подготовка по всеки предмет означава не просто повече часове но и доста по задълбочено изучаване на предмета,0,0,zazu profiled preparation on each subject means not only more hours but also a lot more thorough study of the subject
годишните като лежат на пенсия да мрат нали са сухи съчки пречат на бвп то на младите и здравите,2,5,"The year-olds, when they're on a pension to die, are dry pieces of paper that interfere with the young and healthy."
в групите дето следя тук се разправят кой умрял  а те са групи за забавлениевъобщеако тази пандемия беше станала преди   години когато бях найзле  щях да се метна отнякъде нямаше да издържа,0,0,"In the groups I've been tracking here, there's a story about who died, and they're fun groups at all if this pandemic had happened years ago when I was the worst I'd have thrown myself out of nowhere."
фантасмагориите за препродаван газ оставям без коментар,0,0,The fantasy for resold gas I leave without comment
в софия може да е удобно и евтино да се живее у родители но жилищата са малки и не виждам как ще се съберат три поколения заедно,0,0,in Sofia it may be convenient and cheap to live in parents but the homes are small and I do not see how they will gather three generations together
тази джерен си мисли че като се държи зле с дженк ще се издигне в очите на недим ли,0,0,"This gerren thinks that if he treats Jenk badly, he'll rise in the eyes of Nedym."
след завръщането у дома отново,0,0,After returning home again
за всеки случай ани купи си чорапки в сива гама smile кой знае фешън полицията откъде ще изникне,0,0,"Just in case, Annie bought socks in a gray range smile who knows the fashion police from where they're gonna pop up"
ако не успяваш да попълниш дефицита или дозата не е правилна подходяща за твоя дефицит или продукта не е хубав или ти не може да го усвояваш самия продукт или не спазваш условията за прием които се изискват двата продукта които си избрала са хубави втория е органичен,0,0,if you fail to complete the deficit or the dose is not correct for your deficit or the product is not good or you cannot absorb the product itself or you do not comply with the conditions of intake required by the two products you choose are good the second is organic
нищо от това го няма на нашите,0,0,None of this is on ours.
довечера е първото посещение,0,0,Tonight's the first visit.
то и за месото са един лист препоръки не всяко и не от веригите,0,0,The meat is also a single list of recommendations not each and not of the chains.
ако ги няма обаче дълбае си дъното докато не получи звучен шамар от съдбата и не пристъпи към нужната промяна,0,0,"If they're not there, though, he digs his bottom until he gets a sound slap from destiny and moves on to the necessary change."
закупи продукти с марка moment на обща стойност    лв,0,0,purchase products branded moment at total value BGN
то по тази логика и тук не бива да си пускаме лични снимки,0,0,We shouldn't be running personal photos here either.
моарейнд да гей романси и аз не гледам но в азиатските сериали много често в сюжета жена се преструва на мъж това на мен ми е интересно и смешно,0,0,Moarand to gay romance and I don't look but in Asian series very often in the story a woman pretends to be a man this is interesting and funny to me
резервацията я напарвихме след границатата и изкарахме една чудесна и спокойна почивка,0,0,We made the reservation after the border and had a wonderful and peaceful holiday.
само лежа до банята или ако ще съм на преглед но аз имах и друг проблем бях с отлепване,0,0,"I'm just lying next to the bathroom or if I'm going to have a physical, but I had another problem with peeling off."
по вайбър й показах изследванията и назначи лечение беше много учтива да ми препоръча ако мога да си намеря лекарство от чужбина понеже е поефективно и много поевтино,0,0,Viber showed her the tests and ordered treatment she was very polite to recommend if I could find a cure from abroad because it was more effective and very cheap.
някои откриха дори сходства със заговора на политическия кръг звено завършил с успешен преврат през      г,0,0,Some even found similarities with the plot of the political circle unit ended with a successful coup d
v hnnyo czm интервю на джесика родригес главен изпълнителен директор на маркетинга и развлеченията на каналаunivisionhttps variety com      tv news turkish dramas u s hispanic audiences univision            с нескопосан превод stuckouttonguewinkingeye по назнайващите да ме коригират моля blush след като завладяха очите в близкия изток латинска америка и европа турските телевизионни драми сега събират звездни рейтинги в сащ на испаноезичния медиен гигант univision,0,0,v hnyo czm interview with Jessica Rodriguez CEO of channel marketing and entertainmenthttps variety com tv news Turkish dramas u s hispanic audiences uniforme with undisputed translation Stuckouttonguewinkingeye on the knowledgeable to correct me please blush after conquering the eyes in the Middle East Latin America and the European Turkish television dramas are now collecting star ratings in ours of the Spanish-language media giant univision
много им се разминават графиците на децата и аз да огрея навсякъде и,0,0,"They're really getting away with kids' schedules, and I'm gonna be all over the place, and..."
и двете но първата липса е по трудно поправима според мен,0,0,"Both, but the first lack is more difficult to repair in my opinion."
определено обаче всякакво прекомерно движение вдигане на тежко трябва да се спрат,0,0,"Definitely, however, any excessive movement of heavy lifting must be stopped"
това състояние се смята за показател за инсулинова резистентност,0,0,This condition is considered an indicator of insulin resistance
частен кабинет е и първо се обаждам или пращам мейл,0,0,"It's a private office, and I'm calling or e-mailing first."
защото реши че единствения изход да наложи волята си над нея е да я принуди да го слуша като я отвлече,0,0,Because he decided that the only way to impose his will upon her was to force her to listen to him by kidnapping her.
може да направим една среща с някои от мъжете приятелите ви та ще преценим кой е минзухар,0,0,"Maybe we could have a meeting with some of your men, your friends, and we'll figure out who's a minuhar."
дай една фотка да видим и ниеаз чакам днес една тениска на били айлиш за кака и халат за баня за дребния,0,0,Let's see a fotka and I'm waiting today for a t-shirt of Ailis for a sister and a bathrobe for the little one.
като оставим настрана качеството и уменията на актьорите акюрек бююкюстюн и до голяма степен отличен състав на ансамбъла с продължаването на режисурата на емре кабакушак и операторското майсторство на сердар армутлу втората част се отдалечава от визуалните ефекти свързани с наре,0,0,aside from the quality and skills of the actors akurek buyukustun and to a large extent excellent composition of the ensemble with the continuation of the directorate of emre kabakusak and the operator's craftsmanship of serdar Armutlu the second part departs from the visual effects associated with nare
това бе един от най явните провали на правителството на симеон ii което въпреки многобройните правителствени стратегии не успя да засегне сърцевината на явлението,0,0,"This was one of the most obvious failures of the Simeonian government ii which, despite numerous government strategies, failed to affect the core of the phenomenon"
ясно ми е защо не ми се получава,0,0,I know why I don't get it.
страната както знаете е един от шампионите в печеленето на конкурса  евровизия,0,0,The country as you know is one of the champions in winning the Eurovision competition
да се карат с кола не е лесно а и сами да могат да се придвижват няма удобства,0,0,Fighting with a car is not easy and being able to move on their own no comforts
талант се иска така да настроиш всички срещу себе си а в края дори леко да и съчувстваме поне аз но мисля че с повечето е така,0,0,talent is asked to turn everyone against you and at the end even if we feel for her at least I think most of us do.
съмнявам се че е такава ситуацията,0,0,I doubt that's the situation.
като няма лекарство няма отърване трябва да се слагат ваксините,0,0,"If no medicine is available, vaccines should be given."
съм по убедена че лютвие е била действащо лице в историята на сафие след което умело е дърпала конците на фикрет много продължително време и сега се опитва и най вероятно ще успее да изведе историята в нейния втори етап след подготвителните действия от фикрет да го направи „брат“ на демир,0,0,I'm more convinced that lutevier was an actor in the history of a savior then skillfully pulled the strings of a fictitre for a very long time and now she's trying and she'll probably be able to take the story out in her second stage after the preparatory action by a ficre to make him demir's brother
доктора се съобразява с пациента и желанията му,0,0,The doctor takes into account the patient and his wishes.
всички официални обвинения чакат да бъдат доказани,0,0,All the official charges are waiting to be proven.
ти си онази която му плаща сметките му е готова за секс когато той пожелае му чисти пере и готви и нищо повече,0,0,"You're the one who pays his bills, and he's ready for sex when he wants him to clean up and cook and nothing more."
овладяхме с хомеопатия за около половин година и сега от няма и месец пак се започва,0,0,"We've had homeopathy for about half a year, and now it's not a month and it's starting again."
той си падаше по такива,0,0,He had a thing for guys like that.
тая е голям миндил,1,2,She's a big mindil.
тези какви глупости говорят,0,0,These guys are talking nonsense.
христос воскресе момичета,0,0,Christos waxed girls
не знам защо не ми се случва,0,0,I don't know why it doesn't happen to me.
пп с какво се сдоби,0,0,Ppp what you've got
черитата се чудя къде да садя голям мерак са ми  а съм се оляла със семената трябваше да оставя поне половината за догодина ама знам ли то пък като се позатопли един разкожен разсад стана някой ако иска на терасата да слага да свирка ще пратя,0,0,The blacks wonder where to plant a great measure are and I'm soaked with seeds I should have left at least half for next year but I don't know if it warms up a skinny seedling became someone if they want to put a blowjob on the terrace I'll send
вчера слушах как едни американски девойчета тийнейджърки реват по медиите че мед,0,0,Yesterday I listened to some American teenage girls roaring at the media that honey
ч      чволкан е притеснен защото дерин така е подготвила нещата че той е заподозрян в нейното убийство,0,0,Chvkkan is worried because Derin has so prepared things that he's a suspect in her murder.
тююн оценява способността на мат да бъде военачалник и късмета който го преследва и го прави свой консорт принц на гарваните мат том и ноал джайн бродяжника влизат във кулата генджей – владенията на змиите и лисиците за да спасят моарейн,0,0,Tün appreciates the ability of matt to be a warlord and the luck that haunts him and makes him his consultant prince of the crows matt volume and noal jane walker enter the tower Genjay domains of the snakes and foxes to save the moraine
абе ама голямо си говедо бе братче изгони момичетата с твойте простотии,1,2,"You're such a dick, little brother. You kicked the girls out with your shit."
една фирма не може да е представителна извадка има си статистика,0,0,A company can't be a representative sample has its statistics
картофа тепърва пониква вижда се само тук там пет см над земята е но вече има снесени яйца под някои листа,0,0,The potato has yet to grow visible only here it is five centimeters above the ground but already there are eggs laid under some leaves
 гт надявам се адвокатите      да са най добрите в компютърни престъпления да се свържат с администрацията с туитър защото мошениците са откраднали личните      данни,0,0,I hope the lawyers are the best in computer crime to contact the administration with Twitter because the crooks stole the personal data.
те няма как да ги решат с години и борисов далеч не е едноличен виновник за тях,0,0,"They can't solve them for years, and Borisov is far from the sole culprit for them."
е що мразят американците джар джар thinking един от най симпатичните герой който не развиха подобаващо,0,0,Is just that the Americans hate Jar Jar thinking one of the most sympathetic heroes who didn't properly develop
аз за какво съм,0,0,What am I for?
дори ако щеш само заради това че ще му причиня болка,0,0,♪ even if you will ♪ ♪ just for hurting him ♪
казах че аз няма да ям на детето си пюрето,0,0,I said I wouldn't eat my baby's mashed potatoes.
а най тъжно ми е за родителите ми,0,0,And I'm saddened by my parents.
няма видове подчинени изречения в сложното cdn,0,0,there are no types of subordinate sentences in complex cdn
едит ти имаш предвид че на мила йовович съм фен,0,0,"So you mean, I'm a fan of a nice yovovich."
въвеждате там кода и получавате купон,0,0,Enter the code there and receive a coupon
иначе глюкоза ми излезе,0,0,"Otherwise, I got glucose."
политиката която противопоставя напр,0,0,the policy that opposes e.g.
преди две години не поканиха моето дете на рожден ден макар да живеем през   къщи и от малки играят заедно,0,0,"Two years ago, they didn't invite my kid to a birthday party, even though we live in houses and play together since we were kids."
но е прелестна на тях,0,0,But she's lovely to them.
да ти обърнат редното внимание,0,0,to pay your proper attention.
арнем е опустошен по време насъюзническите бомбардировки част от военната операция  маркет гардън,0,0,Arnhem was devastated during the Union bombings part of the military market garden operation.
ръсим една химия около краставичките тиквите и марулите и повече няма какво да направим докато дръпнат нагоре,0,0,"We spread a chemistry around the cucumbers and the zucchini and the lettuce, and there's nothing more we can do until they pull up."
нищо не трябваше да се отваря,0,0,Nothing was supposed to open.
иначе от днес съм с втора доза пфайзър да видим,0,0,I've got a second dose of pfizer to see.
в индия е много тежко положението,0,0,"In India, it's a very difficult situation."
при нас има в реве на касата вероятно и в други супер маркети,0,0,"With us, there are roars at the register probably in other supermarkets."
ей като чуя колички и ме сърбят ръцете да се включа d значиии ние с мм определено не сме от суеверните щом като бях   та седмица и вече бяхме на кантар да поръчаме количката на тикълс d в крайна сметка май първата покупка беше кошарката която бях набелязла в айко в   та седмица и вече след това на следващото намаление взехме и матрака,0,0,"As soon as I hear the carts and my hands itch to get involved ♪ So we with mm are definitely not one of the superstitious since I was a week and we were already on the scale to order the wheelbarrow ♪ In the end, I think the first purchase was the crib that I had noticed in the eiko in the week and already at the next discount we took the mattress"
ох олекна ми малко притесних се да не би и този път да е неуспешно че вече нз как ще го преживея,0,0,"Oh, I'm a little worried that this time it's not going to work out how I'm gonna get through it."
разбира се изключение ще направите ако я слагате в маринати,0,0,"Of course, you'll make an exception if you put it in marinades."
наследила си посредствеността и страхливостта от поемане на отговорност от майка си,0,0,You inherited mediocreness and cowardice from taking responsibility from your mother.
приемът на кортикостероиди също считат за сериозна предпоставка в случая с ковид макар и все още да не са провели достатъчно категорични проучвания,0,0,"corticosteroid use also considered a serious prerequisite in the case of horse mackerel, although they have not yet carried out sufficient definitive studies."
обмислям да намеря по естествен дом на чинчилата тя няма да се излекува напълно и нетрябва да я пускам на разходки понеже рискувам отново да заразя кучето а да живее цял живот в клетка не е човешко,0,0,"I'm thinking about finding a natural home for the chinchillas, and she's not gonna be completely cured, and I don't have to let her go for walks because I'm risking infecting the dog again and living in a cage for the rest of her life isn't human."
ароматът разбира се е на първо място но и едно красиво и оригинално шишенце също би ме привлякло,0,0,"The fragrance of course comes first, but a beautiful and original bottle would also attract me."
според личния е нормално,0,0,"Personally, it's normal."
ох вероятно и аз ще счупя телевизора тоя път,0,0,"Oh, I'm probably gonna break the TV this time, too."
нанасям под тях базата за устни на мак дъглас или просто балсам както дойде,0,0,I'm putting under them the Mac Douglas lip base or just balm as it comes.
